省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
江苏省,太湖流域,辛丰镇,02-28 20:00,Ⅱ,11.8,7.86,9.77,380.5,80.6,1.87,0.218,0.083,2.28,*,*,正常
江苏省,太湖流域,林家闸,02-28 16:00,Ⅱ,11.1,7.90,9.77,365.3,55.0,1.39,0.063,0.078,1.55,*,*,正常
江苏省,长江流域,新河桥,02-28 20:00,Ⅱ,10.6,8.62,13.46,406.6,11.3,3.52,0.025,0.098,1.53,*,*,正常
江苏省,长江流域,新港桥,02-28 20:00,Ⅱ,10.4,8.76,13.55,392.7,3.9,2.68,0.025,0.031,1.02,*,*,正常
江苏省,长江流域,北山水库,02-28 20:00,Ⅱ,8.0,8.41,8.86,464.3,5.4,2.65,0.025,0.019,0.53,*,*,正常
江苏省,太湖流域,吕城,02-28 16:00,Ⅲ,11.7,8.02,10.17,400.8,98.4,2.49,0.104,0.112,2.00,*,*,正常
江苏省,淮河流域,泰西,02-28 16:00,Ⅱ,12.2,7.64,9.84,405.6,57.8,1.93,0.117,0.093,2.02,*,*,正常
江苏省,淮河流域,海陵大桥,02-28 20:00,Ⅱ,10.8,7.66,9.54,375.5,32.6,1.57,0.145,0.085,2.62,*,*,正常
江苏省,长江流域,马甸闸西,02-28 20:00,,23.5,7.13,10.01,--,160.7,3.64,--,--,3.05,*,*,维护
江苏省,长江流域,祥和大桥,02-28 20:00,Ⅲ,10.6,7.71,8.96,383.7,62.5,2.33,0.184,0.118,2.27,*,*,正常
江苏省,长江流域,新十圩港大桥,02-28 20:00,Ⅳ,10.5,8.01,7.92,556.7,237.0,3.84,1.108,0.172,2.92,*,*,正常
江苏省,长江流域,夏仕港大桥,02-28 16:00,Ⅲ,12.1,8.14,11.21,660.1,41.6,2.88,0.170,0.122,2.14,*,*,正常
江苏省,淮河流域,骆马湖, ,,--,--,--,--,--,--,--,--,--,--,*,维护
江苏省,淮河流域,张嘴渡口, ,,--,--,--,--,--,--,--,*,*,*,*,维护
江苏省,淮河流域,临淮乡,02-28 20:00,Ⅳ,8.7,8.86,14.04,736.5,24.7,5.72,0.025,0.054,1.30,0.029,4671133,正常
江苏省,淮河流域,成河乡中,02-28 20:00,Ⅳ,9.3,8.83,14.32,770.0,32.6,4.91,0.025,0.057,1.09,0.021,4466357,正常
江苏省,淮河流域,龙集镇北,02-28 20:00,Ⅲ,8.9,8.36,11.74,704.7,17.8,2.96,0.025,0.026,0.51,0.014,2677186,正常
江苏省,淮河流域,骆马湖乡,02-28 20:00,Ⅱ,8.4,8.34,12.52,670.2,7.1,3.47,0.025,0.023,1.31,0.007,1390636,正常
江苏省,淮河流域,三场,02-28 20:00,Ⅲ,7.9,8.43,13.12,660.3,9.7,2.53,0.025,0.026,1.43,0.016,2305029,正常
江苏省,淮河流域,马陵翻水站,02-28 20:00,Ⅱ,9.0,8.23,12.19,628.7,49.1,3.30,0.080,0.050,1.68,*,*,正常
江苏省,淮河流域,临淮乡入湖口,02-28 20:00,Ⅲ,11.0,8.61,13.57,765.0,10.4,5.90,0.025,0.064,1.11,*,*,正常
江苏省,淮河流域,砖瓦厂,02-28 20:00,Ⅲ,11.0,8.53,15.10,945.2,1.9,4.77,0.190,0.046,3.55,*,*,正常
江苏省,淮河流域,顾勒大桥,02-28 20:00,Ⅲ,10.3,8.77,13.18,718.6,31.4,5.08,0.025,0.057,1.40,*,*,正常
江苏省,淮河流域,团结闸,02-28 20:00,Ⅱ,10.6,8.35,13.22,703.7,10.2,3.84,0.025,0.037,1.39,*,*,正常
江苏省,淮河流域,大屈,02-28 20:00,Ⅲ,10.5,8.84,15.99,990.1,3.9,4.82,0.037,0.031,3.72,*,*,正常
浙江省,浙闽片河流,小金山,02-28 20:00,Ⅰ,11.9,8.00,9.67,136.2,2.3,1.59,0.025,0.005,0.73,*,*,正常
浙江省,浙闽片河流,闸口,02-28 20:00,Ⅱ,11.6,7.43,9.78,262.0,5.5,0.74,0.026,0.025,1.70,*,*,正常
浙江省,浙闽片河流,三潭岛,02-28 20:00,Ⅰ,12.0,7.58,9.78,123.6,3.2,0.88,0.025,0.005,0.81,*,*,正常
浙江省,浙闽片河流,大坝前,02-28 20:00,Ⅰ,12.0,7.42,8.60,124.2,1.1,0.48,0.025,0.005,0.72,*,*,正常
浙江省,太湖流域,汪家埠,02-28 20:00,Ⅱ,13.0,7.99,10.76,399.8,14.6,3.49,0.063,0.054,3.26,*,*,正常
浙江省,太湖流域,奉口,02-28 20:00,Ⅱ,11.7,7.78,9.85,323.1,8.3,2.67,0.066,0.040,3.15,*,*,正常
浙江省,太湖流域,顾家桥,02-28 20:00,Ⅱ,12.3,7.66,7.99,463.6,37.1,2.16,0.299,0.074,2.97,*,*,正常
浙江省,浙闽片河流,桐君山,02-28 20:00,Ⅱ,11.8,8.75,12.09,155.3,9.1,1.74,0.025,0.035,2.68,*,*,正常
浙江省,浙闽片河流,洋溪渡,02-28 20:00,Ⅰ,11.5,7.53,7.52,137.5,6.4,0.72,0.025,0.017,1.08,*,*,正常
浙江省,浙闽片河流,浦阳江出口,02-28 20:00,Ⅱ,12.2,7.41,10.60,357.6,12.7,1.40,0.109,0.061,2.71,*,*,正常
浙江省,太湖流域,五杭运河大桥,02-28 20:00,Ⅲ,12.5,7.48,7.21,479.6,66.4,2.87,0.570,0.100,3.60,*,*,正常
浙江省,浙闽片河流,桐庐,02-28 20:00,Ⅲ,12.2,7.53,9.90,227.1,20.0,2.45,0.114,0.104,2.74,*,*,正常
浙江省,浙闽片河流,街口(鸠坑口),02-28 16:00,Ⅱ,11.7,8.08,13.18,166.3,4.5,1.98,0.065,0.060,2.23,*,*,正常
浙江省,浙闽片河流,溪口,02-28 16:00,Ⅰ,14.1,8.76,13.34,76.5,3.4,0.92,0.025,0.005,1.36,*,*,正常
浙江省,浙闽片河流,清林渡,02-28 16:00,Ⅲ,15.2,7.67,9.45,499.6,11.2,3.29,0.452,0.122,4.50,*,*,正常
浙江省,浙闽片河流,水车,02-28 16:00,Ⅲ,16.2,8.37,10.82,--,96.9,5.41,0.111,0.063,2.34,*,*,维护
浙江省,浙闽片河流,大嵩,02-28 16:00,Ⅱ,13.4,8.46,10.74,900.6,13.0,1.89,0.025,0.061,2.08,*,*,正常
浙江省,浙闽片河流,浮礁渡,02-28 16:00,劣Ⅴ,12.7,9.46,20.00,2205.2,17.2,8.18,0.045,0.105,2.23,*,*,正常
浙江省,浙闽片河流,北湖中心,02-28 16:00,Ⅱ,13.3,6.85,9.50,96.1,10.4,1.95,0.025,0.024,0.99,0.103,434673,正常
浙江省,浙闽片河流,长汀,02-28 16:00,劣Ⅴ,11.8,9.40,14.76,74.3,11.7,1.64,0.025,0.020,1.72,*,*,正常
浙江省,浙闽片河流,菁江渡（浦口闸）,02-28 16:00,Ⅱ,12.4,7.50,13.59,176.2,42.4,2.34,0.025,0.054,3.04,*,*,正常
浙江省,浙闽片河流,梁桥,02-28 16:00,Ⅱ,13.4,7.96,12.54,78.9,9.2,0.75,0.044,0.042,1.88,*,*,正常
浙江省,浙闽片河流,四灶浦闸,02-28 16:00,Ⅳ,11.4,8.95,12.84,6773.4,8.9,6.93,0.140,0.064,1.21,*,*,正常
浙江省,浙闽片河流,赵山渡,02-28 20:00,Ⅰ,14.6,7.29,12.27,53.5,2.0,0.40,0.027,0.011,0.72,*,*,正常
浙江省,浙闽片河流,小旦,02-28 20:00,Ⅰ,13.5,7.48,9.46,86.5,35.6,0.83,0.025,0.014,0.66,*,*,正常
浙江省,浙闽片河流,龙湾,02-28 20:00,Ⅱ,12.5,8.41,10.17,11913.3,356.1,2.28,0.025,0.012,1.93,*,*,正常
浙江省,浙闽片河流,大荆,02-28 20:00,Ⅰ,14.6,8.75,14.25,425.8,13.6,0.31,0.025,0.013,1.70,*,*,正常
浙江省,浙闽片河流,蒲岐,02-28 20:00,劣Ⅴ,14.2,9.48,18.38,465.4,19.4,4.00,0.580,0.169,4.17,*,*,正常
浙江省,浙闽片河流,沙头,02-28 20:00,Ⅰ,13.8,7.48,9.86,53.8,6.6,0.65,0.058,0.010,1.20,*,*,正常
浙江省,浙闽片河流,清水埠,02-28 20:00,Ⅱ,13.0,8.76,10.09,421.2,999.3,0.25,0.033,0.047,2.33,*,*,正常
浙江省,浙闽片河流,江口渡, ,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
浙江省,浙闽片河流,第三农业站,02-28 20:00,Ⅱ,12.1,7.95,10.18,32070.0,2328.0,3.12,0.085,0.031,2.56,*,*,正常
浙江省,太湖流域,斜路港,02-28 16:00,Ⅲ,11.8,8.18,10.29,610.0,42.2,4.51,0.287,*,*,*,*,正常
浙江省,太湖流域,王江泾,02-28 16:00,Ⅲ,12.8,7.52,7.41,662.9,56.8,4.38,0.310,0.093,4.05,*,*,正常
浙江省,太湖流域,湘家荡,02-28 16:00,Ⅱ,13.2,8.18,10.39,466.8,10.8,3.20,0.029,0.046,1.15,*,*,正常
浙江省,太湖流域,池家浜水文站,02-28 16:00,Ⅱ,12.4,8.02,11.62,606.2,26.6,3.75,0.048,0.047,2.67,*,*,正常
浙江省,太湖流域,尤甪村,02-28 16:00,Ⅱ,11.8,7.89,8.66,719.1,56.5,3.05,0.271,0.096,4.67,*,*,正常
浙江省,太湖流域,长山闸一号桥,02-28 16:00,Ⅲ,12.2,7.89,9.46,943.2,54.1,4.42,0.208,0.155,7.07,*,*,正常
浙江省,太湖流域,南台头闸一号桥,02-28 16:00,Ⅲ,14.0,7.66,7.92,1139.1,62.8,3.94,0.420,0.132,6.28,*,*,正常
浙江省,太湖流域,上塘河排涝闸,02-28 16:00,Ⅲ,10.6,8.31,12.88,748.8,11.1,5.00,0.176,0.144,4.13,*,*,正常
浙江省,太湖流域,盐官排涝枢纽,02-28 16:00,Ⅱ,10.8,8.17,10.35,572.3,19.8,3.71,0.062,0.070,3.79,*,*,正常
浙江省,太湖流域,卫八路桥（嘉兴金桥）,02-28 16:00,Ⅲ,13.6,7.84,9.46,938.8,44.0,4.61,0.507,0.145,7.64,*,*,正常
浙江省,太湖流域,漕廊公路桥,02-28 16:00,Ⅲ,12.6,7.48,7.31,875.3,21.5,4.74,0.212,0.103,5.51,*,*,正常
浙江省,太湖流域,清凉大桥,02-28 16:00,Ⅲ,12.1,7.55,9.26,706.7,50.7,4.49,0.280,0.091,5.00,*,*,正常
浙江省,太湖流域,红旗塘大坝,02-28 16:00,Ⅲ,11.8,7.27,8.21,622.6,57.5,4.51,0.247,0.096,4.86,*,*,正常
浙江省,太湖流域,枫南大桥,02-28 16:00,Ⅲ,11.1,7.42,8.17,605.2,63.2,4.80,0.469,0.132,5.13,*,*,正常
浙江省,太湖流域,青阳汇,02-28 16:00,Ⅲ,11.9,7.32,7.11,639.7,57.2,4.18,0.424,0.147,6.92,*,*,正常
浙江省,太湖流域,小新村,02-28 16:00,Ⅲ,11.2,7.61,8.71,708.9,91.1,4.65,0.182,0.178,5.55,*,*,正常
浙江省,太湖流域,乌镇北,02-28 16:00,Ⅲ,10.3,7.69,8.06,519.2,76.6,4.41,0.301,0.106,4.26,*,*,正常
浙江省,太湖流域,新港口(新塘港),02-28 20:00,Ⅱ,10.9,7.84,9.59,456.8,74.8,3.00,0.077,0.046,2.56,0.017,*,正常
浙江省,太湖流域,大钱,02-28 16:00,Ⅱ,10.1,8.23,11.37,428.4,46.6,3.25,0.048,0.043,3.30,*,*,正常
浙江省,太湖流域,南浔,02-28 16:00,Ⅲ,10.6,7.60,8.28,543.8,75.0,3.41,0.417,0.101,3.32,*,*,正常
浙江省,太湖流域,城南翻水站,02-28 16:00,Ⅱ,12.1,7.69,9.45,361.7,30.4,1.76,0.033,0.049,3.57,*,*,正常
浙江省,太湖流域,城西大桥,02-28 20:00,Ⅱ,11.3,7.28,8.43,286.8,135.2,2.75,0.178,0.056,3.73,*,*,正常
浙江省,太湖流域,汤溇,02-28 16:00,Ⅱ,10.9,8.72,12.29,438.9,56.3,2.49,0.027,0.043,1.04,*,*,正常
浙江省,太湖流域,塘浦,02-28 16:00,Ⅱ,10.2,7.90,10.78,123.1,10.7,1.56,0.025,0.021,1.23,*,*,正常
浙江省,太湖流域,荆湾,02-28 20:00,Ⅱ,12.6,7.52,9.97,208.9,15.3,1.18,0.081,0.036,2.74,*,*,正常
浙江省,太湖流域,铁路桥,02-28 16:00,Ⅱ,11.7,7.38,10.24,226.5,18.1,1.88,0.119,0.029,3.53,*,*,正常
浙江省,太湖流域,小梅口,02-28 20:00,Ⅱ,10.7,8.07,12.06,388.6,57.9,3.41,0.058,0.068,3.86,*,*,正常
浙江省,太湖流域,杨家浦,02-28 20:00,Ⅱ,10.7,7.94,8.71,436.5,72.8,3.42,0.243,0.017,4.18,*,*,正常
浙江省,太湖流域,新塘,02-28 16:00,Ⅱ,11.3,7.55,9.21,475.3,62.2,3.81,0.197,0.056,5.16,*,*,正常
浙江省,太湖流域,合溪,02-28 16:00,Ⅱ,11.5,7.71,10.16,497.1,68.0,3.65,0.274,0.036,4.53,*,*,正常
浙江省,浙闽片河流,曹娥江大闸闸前,02-28 20:00,Ⅱ,10.7,8.24,10.70,382.1,10.3,2.80,0.039,0.017,2.74,*,*,正常
浙江省,浙闽片河流,屠家埠,02-28 20:00,Ⅱ,12.5,7.83,10.58,141.2,15.2,1.54,0.106,0.051,2.11,*,*,正常
浙江省,浙闽片河流,葛山头,02-28 20:00,Ⅱ,13.2,7.31,9.76,207.4,6.8,2.44,0.155,0.046,3.05,*,*,正常
浙江省,浙闽片河流,湄池,02-28 16:00,Ⅱ,13.8,7.56,9.61,424.9,32.5,3.60,0.316,0.087,3.32,*,*,正常
浙江省,浙闽片河流,王家泾,02-28 16:00,Ⅱ,12.9,7.68,10.62,198.9,5.3,2.80,0.026,0.050,2.88,*,*,正常
浙江省,浙闽片河流,长诏水库出口,02-28 20:00,Ⅱ,10.6,7.27,10.18,59.3,7.7,1.84,0.025,0.028,1.02,*,*,正常
浙江省,浙闽片河流,汤曹汇合口,02-28 16:00,Ⅱ,12.6,7.59,10.66,191.7,12.8,1.10,0.205,0.061,3.34,*,*,正常
浙江省,浙闽片河流,义东桥,02-28 20:00,Ⅲ,14.4,8.19,10.00,464.2,8.1,4.04,0.556,0.148,5.76,*,*,正常
浙江省,浙闽片河流,塔下洲,02-28 20:00,Ⅳ,13.0,8.69,15.13,590.4,10.5,6.26,0.240,0.126,5.23,*,*,正常
浙江省,浙闽片河流,东关桥,02-28 20:00,Ⅲ,11.9,8.38,10.33,655.6,7.7,4.32,0.190,0.089,--,*,*,维护
浙江省,浙闽片河流,费垅,02-28 20:00,Ⅲ,12.4,7.82,10.61,524.9,18.5,3.00,0.209,0.116,5.01,*,*,正常
浙江省,浙闽片河流,台口,02-28 20:00,Ⅱ,12.2,8.59,10.91,207.9,17.0,1.83,0.206,0.047,2.35,*,*,正常
浙江省,浙闽片河流,南江桥,02-28 20:00,Ⅱ,12.0,8.53,10.82,449.2,17.4,3.13,0.138,0.066,2.95,*,*,正常
浙江省,浙闽片河流,上仙屋,02-28 20:00,Ⅲ,13.6,7.86,7.44,1054.0,9.4,5.77,0.312,0.097,5.22,*,*,正常
浙江省,浙闽片河流,横山,02-28 20:00,Ⅱ,12.8,8.06,12.18,268.7,5.7,1.71,0.125,0.048,2.46,*,*,正常
浙江省,浙闽片河流,洪坞桥,02-28 20:00,劣Ⅴ,14.7,9.74,13.27,377.1,19.3,3.18,0.140,0.114,5.66,*,*,正常
浙江省,浙闽片河流,章店,02-28 20:00,Ⅲ,12.8,7.18,7.04,297.8,7.5,3.76,0.122,0.164,5.06,*,*,正常
浙江省,浙闽片河流,将军岩,02-28 20:00,Ⅱ,12.1,7.47,8.94,320.3,16.0,1.60,0.143,0.059,2.93,*,*,正常
浙江省,浙闽片河流,浮石渡,02-28 16:00,Ⅰ,11.8,7.83,10.87,186.0,11.6,0.91,0.055,0.018,2.12,*,*,正常
浙江省,浙闽片河流,富足山,02-28 16:00,Ⅰ,12.9,8.92,14.44,222.2,8.1,1.02,0.025,0.014,2.25,*,*,正常
浙江省,浙闽片河流,双塔底,02-28 16:00,Ⅱ,11.7,7.38,11.40,66.5,9.3,1.20,0.029,0.027,0.99,*,*,正常
浙江省,浙闽片河流,双港口,02-28 16:00,Ⅱ,12.3,7.37,12.10,100.2,4.9,1.11,0.025,0.046,1.33,*,*,正常
浙江省,浙闽片河流,郑家,02-28 16:00,Ⅰ,11.8,6.98,11.77,87.4,10.4,0.83,0.025,0.015,1.50,*,*,正常
浙江省,浙闽片河流,下界首,02-28 12:00,劣Ⅴ,13.5,9.02,14.56,238.9,4.9,0.91,0.025,0.009,1.90,*,*,正常
浙江省,浙闽片河流,下童,02-28 16:00,Ⅱ,11.4,7.74,13.30,278.5,15.7,2.22,0.064,0.060,2.92,*,*,正常
浙江省,浙闽片河流,铜山源水库,02-28 16:00,Ⅱ,11.1,7.67,11.45,101.4,6.0,1.37,0.025,0.018,1.15,0.005,5518000,正常
浙江省,浙闽片河流,东迹渡,02-28 16:00,Ⅱ,12.3,7.22,8.38,73.3,12.3,0.98,0.047,0.067,1.45,*,*,正常
浙江省,长江流域,苏庄,02-28 16:00,Ⅰ,12.3,7.87,10.44,69.6,3.6,1.91,0.025,0.011,1.26,*,*,正常
浙江省,浙闽片河流,临城,02-28 16:00,,12.8,8.32,10.00,1410.0,2.0,--,0.025,0.072,2.52,*,*,维护
浙江省,浙闽片河流,长潭水库坝口,02-28 20:00,Ⅱ,13.0,6.84,9.78,59.2,7.7,1.26,0.038,0.018,0.33,*,*,正常
浙江省,浙闽片河流,老鼠屿,02-28 20:00,Ⅲ,14.4,7.78,9.47,18826.8,2138.3,4.16,0.163,0.060,2.22,*,*,正常
浙江省,浙闽片河流,金清新闸,02-28 20:00,Ⅳ,12.9,8.33,9.57,1361.9,7.1,6.11,0.742,0.152,5.40,*,*,正常
浙江省,浙闽片河流,里石门水库,02-28 20:00,Ⅱ,12.7,7.50,10.42,73.1,1.9,2.15,0.025,0.010,0.89,0.002,2399201,正常
浙江省,浙闽片河流,温峤,02-28 20:00,Ⅲ,14.9,8.50,11.82,982.7,15.1,4.53,0.224,0.112,4.62,*,*,正常
浙江省,浙闽片河流,江口,02-28 20:00,Ⅱ,12.0,7.80,9.12,578.4,5.9,3.48,0.378,0.036,2.73,*,*,正常
浙江省,浙闽片河流,沙段,02-28 20:00,Ⅱ,13.1,7.00,9.23,163.6,10.0,3.06,0.082,0.054,2.72,*,*,正常
浙江省,浙闽片河流,柏枝岙,02-28 20:00,Ⅱ,14.1,7.52,10.56,160.2,5.6,1.31,0.025,0.034,2.05,*,*,正常
浙江省,浙闽片河流,均溪,02-28 20:00,Ⅰ,12.9,6.87,10.64,65.0,10.5,0.94,0.025,0.010,0.92,*,*,正常
浙江省,浙闽片河流,风化,02-28 20:00,Ⅱ,13.6,7.11,9.91,103.6,6.2,1.17,0.119,0.061,2.11,*,*,正常
浙江省,浙闽片河流,临江,02-28 20:00,Ⅱ,13.0,7.18,8.62,69.1,62.8,1.78,0.333,0.065,1.75,*,*,正常
浙江省,浙闽片河流,松阳二中,02-28 20:00,Ⅱ,13.5,7.50,11.38,202.1,3.2,1.33,0.490,0.028,3.11,*,*,正常
浙江省,浙闽片河流,堰后,02-28 20:00,Ⅱ,14.2,6.98,10.05,114.3,14.6,1.21,0.025,0.036,1.81,*,*,正常
浙江省,浙闽片河流,沙湾上,02-28 20:00,Ⅰ,14.3,7.25,10.33,30.2,7.5,1.10,0.059,0.010,0.29,*,*,正常
浙江省,浙闽片河流,外舍,02-28 20:00,Ⅱ,14.2,8.10,9.38,37.1,3.0,2.88,0.148,0.024,0.61,*,*,正常
浙江省,浙闽片河流,小溪口,02-28 20:00,Ⅰ,13.4,6.94,10.31,35.8,5.3,0.95,0.066,0.007,0.41,*,*,正常
浙江省,浙闽片河流,石溪（石门洞）,02-28 20:00,Ⅰ,12.2,6.93,10.29,40.4,5.2,0.84,0.044,0.008,0.69,*,*,正常
安徽省,巢湖流域,湖滨(老), ,,--,--,--,--,--,--,--,--,--,--,*,维护
安徽省,巢湖流域,通讯塔, ,,--,--,--,--,--,--,--,--,--,*,*,维护
安徽省,巢湖流域,青台山大桥, ,,--,--,--,--,--,--,--,--,--,*,*,维护
安徽省,巢湖流域,三胜大队渡口,02-28 20:00,Ⅱ,10.2,7.98,10.72,476.4,11.8,3.12,0.044,0.062,1.09,*,*,正常
安徽省,巢湖流域,入湖口渡口,02-28 20:00,Ⅱ,9.2,7.82,11.25,486.0,23.7,3.25,0.025,0.028,1.18,*,*,正常
安徽省,巢湖流域,牛角大圩,02-28 20:00,Ⅲ,11.4,7.20,8.72,701.3,49.4,3.56,0.874,0.058,6.35,*,*,正常
安徽省,巢湖流域,北闸渡口(杭埠河),02-28 16:00,Ⅲ,10.0,7.40,9.99,415.7,11.0,4.34,0.849,0.070,4.61,*,*,正常
安徽省,巢湖流域,希望桥,02-28 20:00,Ⅱ,12.3,7.23,9.80,502.9,17.0,3.96,0.258,0.063,5.65,*,*,正常
安徽省,巢湖流域,石堆渡口,02-28 20:00,Ⅱ,10.2,7.41,9.24,246.9,31.1,3.08,0.112,0.051,0.96,*,*,正常
安徽省,巢湖流域,柘皋大桥,02-28 20:00,Ⅱ,10.4,8.61,11.11,410.4,15.8,2.62,0.066,0.034,0.81,*,*,正常
安徽省,巢湖流域,湖滨,02-28 20:00,Ⅲ,8.4,8.15,12.15,437.1,9.9,3.95,0.056,0.042,1.84,0.006,1927438,正常
安徽省,巢湖流域,三河镇大桥,02-28 20:00,Ⅲ,11.3,7.86,7.42,375.2,6.0,4.61,0.992,0.122,4.95,*,*,正常
安徽省,巢湖流域,三河镇新大桥,02-28 20:00,Ⅱ,10.4,7.57,8.44,232.8,18.8,3.79,0.212,0.049,3.04,*,*,正常
安徽省,巢湖流域,施口,02-28 20:00,Ⅳ,11.6,8.11,7.16,796.2,44.1,4.35,1.133,0.145,6.77,*,*,正常
安徽省,巢湖流域,靠近大坝,02-28 20:00,Ⅱ,9.8,7.78,10.51,95.0,5.5,1.71,0.025,0.010,0.36,0.007,294394,正常
安徽省,巢湖流域,新河入湖区,02-28 20:00,,9.1,8.35,11.86,381.5,22.6,3.85,--,0.039,0.77,0.015,3795464,维护
安徽省,巢湖流域,西半湖湖心,02-28 20:00,,8.9,8.03,11.29,546.7,3.4,--,0.028,0.041,2.85,0.007,1047252,维护
安徽省,巢湖流域,龟山,02-28 20:00,Ⅲ,8.3,8.03,12.90,410.1,21.3,3.63,0.025,0.034,0.88,0.012,1683270,正常
安徽省,巢湖流域,东半湖湖心,02-28 20:00,Ⅲ,8.9,8.19,11.07,434.8,29.5,3.45,0.025,0.034,0.98,0.006,1935943,正常
安徽省,巢湖流域,忠庙,02-28 20:00,Ⅲ,8.5,8.28,12.04,461.9,9.8,4.06,0.025,0.030,1.54,0.013,2429821,正常
安徽省,巢湖流域,兆河入湖区,02-28 20:00,Ⅲ,8.2,8.39,14.02,432.6,12.4,3.62,0.025,0.031,1.12,0.026,7773632,正常
安徽省,巢湖流域,双桥河入湖口,02-28 20:00,Ⅱ,10.7,8.30,9.45,581.6,13.3,3.65,0.295,0.032,3.21,*,*,正常
安徽省,巢湖流域,庐江缺口,02-28 20:00,Ⅱ,9.8,7.81,10.00,430.6,32.8,3.47,0.377,0.076,1.67,*,*,正常
安徽省,长江流域,东西梁山,02-28 20:00,Ⅱ,11.0,7.79,10.13,340.8,39.8,1.96,0.193,0.075,2.36,*,*,正常
安徽省,长江流域,宝塔根,02-28 20:00,Ⅱ,10.4,7.92,11.11,204.7,26.2,2.86,0.192,0.038,2.43,*,*,正常
安徽省,巢湖流域,裕溪口,02-28 20:00,Ⅱ,10.6,7.46,10.11,413.7,92.2,1.88,0.348,0.091,2.26,*,*,正常
安徽省,长江流域,荻港,02-28 20:00,Ⅱ,9.7,7.61,10.21,572.8,25.4,3.62,0.114,0.049,2.80,*,*,正常
安徽省,长江流域,鲁港桥,02-28 20:00,Ⅱ,10.2,7.85,11.57,490.1,36.4,2.60,0.147,0.058,4.54,*,*,正常
安徽省,淮河流域,沫河口,02-28 20:00,Ⅲ,9.4,7.91,11.42,754.5,10.6,4.64,0.043,0.053,2.77,*,*,正常
安徽省,淮河流域,关咀,02-28 16:00,Ⅱ,9.3,8.37,11.33,766.3,8.0,3.09,0.025,0.021,1.13,*,*,正常
安徽省,淮河流域,五河,02-28 16:00,Ⅲ,9.6,8.00,10.83,980.9,8.8,4.32,0.053,0.056,1.16,*,*,正常
安徽省,淮河流域,蚌埠固镇,02-28 20:00,Ⅱ,10.2,8.21,9.92,1587.2,18.4,2.81,0.206,0.070,2.29,*,*,正常
安徽省,淮河流域,蚌埠闸上(蚌埠闸),02-28 16:00,Ⅱ,9.8,8.17,11.47,726.2,15.6,2.54,0.052,0.053,2.77,*,*,正常
安徽省,淮河流域,湖沟,02-28 16:00,Ⅳ,11.1,8.40,11.35,1976.5,9.8,7.34,0.072,0.078,3.77,*,*,正常
安徽省,淮河流域,石头埠,02-28 16:00,Ⅱ,9.7,8.36,12.01,778.9,4.3,2.87,0.100,0.034,3.40,*,*,正常
安徽省,淮河流域,鲁台孜,02-28 16:00,,10.5,7.99,9.88,755.2,9.7,--,0.100,0.060,4.09,*,*,维护
安徽省,淮河流域,西淝河闸下,02-28 16:00,Ⅱ,10.3,8.31,10.71,957.7,10.2,2.75,0.025,0.035,1.48,*,*,正常
安徽省,淮河流域,瓦埠湖,02-28 20:00,Ⅱ,10.1,8.58,12.16,415.9,6.1,3.76,0.025,0.019,0.50,0.002,876605,正常
安徽省,淮河流域,新城口,02-28 16:00,Ⅱ,8.8,8.21,11.89,666.3,12.7,2.75,0.053,0.029,2.53,*,*,正常
安徽省,淮河流域,焦岗湖,02-28 20:00,Ⅲ,10.2,8.49,11.35,784.0,13.6,4.08,0.025,0.029,0.38,0.011,3555362,正常
安徽省,淮河流域,大店岗,02-28 16:00,,10.3,7.95,12.46,366.0,25.1,2.85,0.038,--,--,*,*,维护
安徽省,淮河流域,五里闸,02-28 16:00,Ⅳ,10.8,7.62,8.87,580.3,13.2,3.23,1.297,0.085,3.14,*,*,正常
安徽省,淮河流域,白洋淀渡口,02-28 16:00,Ⅲ,10.1,8.85,13.02,750.0,19.5,4.43,0.260,0.041,3.75,*,*,正常
安徽省,长江流域,三兴村,02-28 16:00,,11.4,7.66,10.31,288.5,32.8,--,0.116,--,--,*,*,维护
安徽省,长江流域,采石河下游,02-28 20:00,Ⅲ,10.9,8.48,14.27,810.3,12.2,4.48,0.267,0.120,4.30,*,*,正常
安徽省,长江流域,得胜河入江口,02-28 20:00,Ⅳ,10.1,8.86,16.64,562.1,32.3,6.73,0.249,0.107,3.19,*,*,正常
安徽省,长江流域,姑溪河大桥,02-28 20:00,Ⅱ,10.1,7.69,10.22,313.1,26.5,2.25,0.025,0.050,2.79,*,*,正常
安徽省,长江流域,当涂查湾,02-28 20:00,Ⅱ,10.1,7.52,9.76,276.9,47.5,3.11,0.388,0.066,3.62,*,*,正常
安徽省,淮河流域,小王桥,02-28 16:00,Ⅱ,10.8,8.33,11.67,2302.5,16.2,3.76,0.025,0.039,1.76,*,*,正常
安徽省,淮河流域,后常桥,02-28 16:00,Ⅲ,10.0,7.88,12.28,1076.8,6.6,4.82,0.025,0.043,0.97,*,*,正常
安徽省,淮河流域,李大桥闸,02-28 20:00,Ⅱ,10.1,8.94,12.70,1408.2,5.7,3.07,0.030,0.013,0.30,*,*,正常
